SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
c«ng kÝch c¬ b¶n (méc) 	C«ng kÝch ngo¹i c«ng  	446		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_mu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	90	0	0	0	1	1	203	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	1	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							c«ng kÝch c¬ b¶n (méc) , hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh.
c«ng kÝch c¬ b¶n (thñy) 	C«ng kÝch ngo¹i c«ng  	447		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_shui.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	90	0	0	0	2	1	203	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	2	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							c«ng kÝch c¬ b¶n (thñy) , hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh.
c«ng kÝch c¬ b¶n (háa) 	C«ng kÝch ngo¹i c«ng  	448		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_huo.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	90	0	0	0	3	1	203	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	3	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							c«ng kÝch c¬ b¶n (háa) , hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh.
c«ng kÝch c¬ b¶n (thæ) 	C«ng kÝch ngo¹i c«ng  	449		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_tu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	90	0	0	0	4	1	203	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	4	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							c«ng kÝch c¬ b¶n (thæ) , hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh.
QuÕ Hoa Töu		450	53	2					74	0	2	0	180	0	0	0	0	7	0	0	1	1	11	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		32400					1	0	0	-1	1	\script\skill\zhongqiu\¹ð»¨¾Æ¹â»·.lua	lucky_v																																									
B¸nh trung thu 		451	53	2					73	0	2	0	180	0	0	0	0	7	0	0	1	1	11	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	100		32400					1	0	0	-1	1	\script\skill\zhongqiu\ÍÅÔ²±ý¹â»·.lua	expenhance_p																																									
t¨ng ®é thôc luyÖn (%) 		452		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\status_enhance.lua	skillful_p																																									
t¨ng s¸t th­¬ng vËt lý néi c«ng 		453		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addphysicsmagic_v																																									
t¨ng §éc s¸t néi c«ng 		454		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addpoisonmagic_v																																									
t¨ng B¨ng s¸t néi c«ng 		455		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addcoldmagic_v																																									
t¨ng Ho¶ s¸t néi c«ng 		456		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addfiremagic_v																																									
t¨ng L«i s¸t néi c«ng 		457		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addlightingmagic_v																																									
T¨ng Sinh lùc (%) 		458		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\status_enhance.lua	lifemax_p																																									
T¨ng Néi lùc (%) 		459		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\status_enhance.lua	manamax_p																																									
Hoa ®¨ng 		460	53	2					75	0	2	0	68	0	0	0	0	7	0	0	1	1	11	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		32400					1	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Hoa ®¨ng 		461	53	2					76	0	2	0	68	0	0	0	0	7	0	0	1	1	11	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	100		32400					1	0	0	-1	1	\script\skill\special\star2.lua	lucky_v																																									
T¨ng Sinh lùc (trÞ sè) (Tèng Kim) 		462		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	lifereplenish_v																																									
T¨ng Néi lùc (trÞ sè) (Tèng Kim) 		463		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	manareplenish_v																																									
T¨ng Sinh lùc (liªn tôc) (Tèng Kim) 		464		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	lifereplenish_v																																									
T¨ng Néi lùc (liªn tôc) (Tèng Kim) 		465		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	manareplenish_v																																									
gi¶m  s¸t th­¬ng (Tèng Kim) 		466		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_reduce.lua	fasthitrecover_v																																									
gi¶m  thêi gian tróng ®éc (Tèng Kim) 		467		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_reduce.lua	poisontimereduce_p																																									
gi¶m  thêi gian tróng ®éc (Tèng Kim) 		468		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_reduce.lua	freezetimereduce_p																																									
T gi¶m  cho¸ng (Tèng Kim) 		469		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_reduce.lua	stuntimereduce_p																																									
tÊn c«ng chÝ m¹ng (Tèng Kim) 		470		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_reduce.lua	fatallystrikeres_p																																									
håi sinh, néi lùc (trÞ sè) (Tèng Kim) 		471		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	lifereplenish_v		manareplenish_v																																							
håi sinh, néi lùc (liªn tôc) (Tèng Kim) 		472		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	lifereplenish_v		manareplenish_v																																							
T¨ng phßng thñ (trÞ sè) (Tèng Kim) 		473		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	physicsres_p																																									
T¨ng phßng ®éc (trÞ sè) (Tèng Kim) 		474		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	poisonres_p																																									
T¨ng phßng b¨ng (trÞ sè) (Tèng Kim) 		475		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	coldres_p																																									
T¨ng phßng háa (trÞ sè) (Tèng Kim) 		476		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	fireres_p																																									
T¨ng phßng L«i (trÞ sè) (Tèng Kim) 		477		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	lightingres_p																																									
T¨ng phßng thñ (trÞ sè) (Tèng Kim) 		478		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_res.lua	allres_p																																									
S¸t th­¬ng vËt lý néi c«ng (Tèng Kim) 		479		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addphysicsmagic_v																																									
§éc s¸t néi c«ng (Tèng Kim) 		480		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addpoisonmagic_v																																									
B¨ng s¸t néi c«ng (Tèng Kim) 		481		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addcoldmagic_v																																									
Ho¶ s¸t néi c«ng (Tèng Kim) 		482		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addfiremagic_v																																									
L«i s¸t néi c«ng (Tèng Kim) 		483		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addlightingmagic_v																																									
S¸t th­¬ng vËt lý ngo¹i c«ng (Tèng Kim) 		484		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addphysicsdamage_v																																									
§éc s¸t ngo¹i c«ng (Tèng Kim) 		485		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addpoisondamage_v																																									
B¨ng s¸t ngo¹i c«ng (Tèng Kim) 		486		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addcolddamage_v																																									
T¨ng s¸t th­¬ng vËt lý ngo¹i c«ng (%) (Tèng Kim) 		487		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addphysicsdamage_p																																									
T¨ng Sinh lùc tèi ®a (trÞ sè) (Tèng Kim) 		488		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_max.lua	lifemax_v																																									
Tèng- Kim t¨ng néi lùc tèi ®a (trÞ sè) (Tèng Kim) 		489		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_max.lua	manamax_v																																									
T¨ng Sinh, néi lùc tèi ®a (trÞ sè) (Tèng Kim) 		490		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_status_max.lua	lifemax_v		manamax_v																																							
ChiÕn Cæ (Tèng Kim) 	Hç trî phßng ngù - chñ ®éng	491	200	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr			0	67	0	2	0	400	0	1	0	1	3	76	0	1	1	11	1	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	186	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\wardrum.lua	allres_p	add_allres	lifemax_p	add_lifemax																																						
LÖnh bµi (Tèng Kim) 	Hç trî phßng ngù - chñ ®éng	492	200	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr			0	67	0	2	0	400	0	1	0	1	3	76	0	1	1	11	1	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	186	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\token.lua	fastwalkrun_p	add_runspeed	attackspeed_v	add_attackspeed	castspeed_v	add_castspeed																																				
t¨ng di chuyÓn (Tèng Kim) 		493		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	fastwalkrun_p																																									
t¨ng nÐ tr¸nh (Tèng Kim) 		494		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	adddefense_v																																									
t¨ng chÝnh x¸c (Tèng Kim) 		495		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	attackratingenhance_v																																									
t¨ng c«ng kÝch (Tèng Kim) 		496		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	attackspeed_v		castspeed_v																																							
hiÓn thÞ b¶n ®å nhá 		497		2					77	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\skill.lua																																										
Ho¶ s¸t ngo¹i c«ng (Tèng Kim) 		498		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addfiredamage_v																																									
L«i s¸t ngo¹i c«ng (Tèng Kim) 		499		2					67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addlightingdamage_v																																									
HiÖu óy Vßng trßn  		500	900	2					39	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
Thèng LÜnh Vßng trßn  		501	900	2					37	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
Phã t­íng Vßng trßn  		502	900	2					44	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
§¹i t­íng Vßng trßn  		503	900	2					45	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
Nguyªn So¸i Vßng trßn  		504	900	2					56	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
H«n mª toµn bé 	chñ ®éng c«ng kÝch 	505	902	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	6	205	1	1	1	11	0	0	5	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\battles\alldamage.lua	stun_p																																									
®ãng b¨ng toµn bé 	chñ ®éng c«ng kÝch 	506	902	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	6	206	1	1	1	11	0	0	5	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\battles\alldamage.lua	colddamage_v																																									
tróng ®éc toµn bé 	chñ ®éng c«ng kÝch 	507	902	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	6	207	1	1	1	11	0	0	5	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\battles\alldamage.lua	poisondamage_v																																									
gi¶m tèc toµn bé 	chñ ®éng c«ng kÝch 	508	902	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	6	208	1	1	1	11	0	0	5	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\battles\alldamage.lua	fastwalkrun_p																																									
Hoµn thµnh nhiÖm vô 		509	900	2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	78	0	2	0	0	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\cuiyan.lua																																										
Kh¸ng §¬n Chi Gi¸c 	Chñ ®éng hç trî chiÕn ®Êu	510	200	0				0	67	0	2	0	470	0	1	0	1	3	77	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	186	20	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\battles\alldamage.lua	meleedamagereturn_p		rangedamagereturn_p																																							
C«ng Tèc hoµn (kü n¨ng) 		511		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	attackspeed_v		castspeed_v																																							
Bµo Tèc hoµn (kü n¨ng) 		512		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	fastwalkrun_p																																									
Phæ  Phßng hoµn (kü n¨ng) 		513		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	physicsres_p																																									
§éc phßng hoµn (kü n¨ng) 		514		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	poisonres_p																																									
B¨ng Phßng hoµn (kü n¨ng) 		515		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	coldres_p																																									
